#t MKKK MKKK_P MKK MKK_P MKK_PP MAPK MAPK_P MAPK_PP 
##CONCENTRATIONS
98.7 14.4844 85.5156 199.467 45.2104 55.3231 252.991 26.5146 20.4945 
98.8 14.4622 85.5378 199.324 45.2514 55.4247 252.892 26.5538 20.5541 
98.9 14.4401 85.5599 199.181 45.2923 55.5263 252.793 26.593 20.6138 
99 14.4181 85.5819 199.039 45.3333 55.6279 252.694 26.6323 20.6737 
99.1 14.3962 85.6038 198.896 45.3742 55.7297 252.595 26.6717 20.7338 
99.2 14.3745 85.6255 198.754 45.415 55.8314 252.495 26.711 20.794 
99.3 14.3529 85.6471 198.611 45.4559 55.9332 252.395 26.7504 20.8544 
99.4 14.3314 85.6686 198.468 45.4967 56.0351 252.295 26.7899 20.915 
99.5 14.31 85.69 198.325 45.5375 56.1371 252.195 26.8294 20.9758 
99.6 14.2888 85.7112 198.183 45.5783 56.239 252.094 26.869 21.0368 
99.7 14.2676 85.7324 198.04 45.619 56.3411 251.994 26.9086 21.0979 
99.8 14.2466 85.7534 197.897 45.6598 56.4432 251.893 26.9482 21.1592 
99.9 14.2257 85.7743 197.754 45.7005 56.5453 251.791 26.9879 21.2207 
100 14.2049 85.7951 197.611 45.7411 56.6475 251.69 27.0276 21.2823 
##CONCENTRATIONS
#t MKKK MKKK_P MKK MKK_P MKK_PP MAPK MAPK_P MAPK_PP 


